State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details
Meghalaya,Unknown,2023,May,Friday,22:17,Serious,5,Bus,7,2,Stormy,Village Road,Wet,Daylight,Police Checkpost,107,53,Female,Valid,No,Intersection
Kerala,Kanpur,2020,February,Tuesday,16:36,Fatal,1,Bus,9,2,Rainy,Urban Road,Damaged,Dark,Signals,103,44,Female,Valid,Yes,Curve
Jammu and Kashmir,Unknown,2023,October,Sunday,2:34,Serious,4,Bus,3,0,Rainy,National Highway,Wet,Dawn,Police Checkpost,118,38,Male,,No,Bridge
Uttar Pradesh,Lucknow,2020,March,Thursday,16:40,Minor,1,Bus,3,0,Rainy,Village Road,Dry,Dark,Police Checkpost,48,23,Male,Expired,No,Bridge
Assam,Udaipur,2023,March,Friday,6:58,Serious,5,Auto-Rickshaw,2,2,Hazy,State Highway,Under Construction,Daylight,Signs,41,38,Male,,No,Straight Road
Delhi,Dwarka,2023,September,Tuesday,10:23,Serious,5,Car,0,1,Clear,Village Road,Under Construction,Daylight,Police Checkpost,47,22,Female,,No,Straight Road
Tripura,Unknown,2020,June,Thursday,9:08,Fatal,5,Auto-Rickshaw,6,0,Rainy,State Highway,Under Construction,Dark,Police Checkpost,124,66,Female,Expired,No,Straight Road
Tripura,Dwarka,2019,October,Tuesday,11:28,Minor,3,Two-Wheeler,3,3,Rainy,National Highway,Wet,Daylight,Signs,111,23,Female,Valid,No,Intersection
Madhya Pradesh,Unknown,2023,April,Tuesday,2:53,Serious,2,Bus,5,1,Clear,State Highway,Dry,Dawn,Signs,42,64,Female,,No,Curve
Madhya Pradesh,Unknown,2022,July,Sunday,17:19,Serious,2,Auto-Rickshaw,0,2,Rainy,State Highway,Damaged,Dark,Signs,111,68,Male,,No,Intersection
West Bengal,Unknown,2019,July,Tuesday,7:06,Fatal,4,Auto-Rickshaw,8,5,Stormy,National Highway,Under Construction,Daylight,Signs,104,73,Female,,No,Intersection
Kerala,Mumbai,2021,January,Tuesday,20:26,Serious,3,Truck,10,2,Rainy,National Highway,Dry,Dark,Signs,48,59,Male,Expired,No,Bridge
Mizoram,Unknown,2021,July,Thursday,1:08,Minor,5,Truck,2,2,Clear,State Highway,Damaged,Dusk,Signs,107,21,Female,,Yes,Straight Road
Telangana,Jaipur,2022,January,Wednesday,9:39,Serious,4,Auto-Rickshaw,1,3,Clear,Urban Road,Under Construction,Dark,Police Checkpost,97,28,Female,Expired,Yes,Straight Road
Puducherry,Unknown,2020,August,Sunday,4:00,Serious,2,Auto-Rickshaw,7,3,Rainy,Urban Road,Dry,Daylight,Signs,82,57,Female,Expired,No,Straight Road
Maharashtra,Visakhapatnam,2022,October,Sunday,16:20,Minor,5,Two-Wheeler,6,3,Rainy,Village Road,Under Construction,Dusk,Signs,39,15,Female,Expired,No,Bridge
Telangana,Unknown,2020,July,Tuesday,13:59,Serious,1,Car,11,3,Clear,State Highway,Wet,Dusk,,116,45,Female,,No,Curve
Haryana,Mumbai,2022,June,Sunday,17:28,Minor,4,Cycle,6,3,Hazy,National Highway,Wet,Dark,Signs,117,26,Male,Valid,No,Intersection
Rajasthan,Unknown,2023,October,Saturday,18:56,Minor,2,Truck,7,5,Stormy,National Highway,Under Construction,Dusk,,88,69,Male,Valid,No,Bridge
Uttar Pradesh,Mysore,2023,July,Saturday,20:34,Serious,2,Car,7,1,Stormy,State Highway,Under Construction,Daylight,Police Checkpost,63,33,Male,Expired,Yes,Curve
Chhattisgarh,Unknown,2022,February,Monday,22:13,Serious,3,Bus,4,2,Clear,National Highway,Under Construction,Dusk,Signs,38,47,Female,Expired,Yes,Bridge
Nagaland,Dwarka,2018,July,Sunday,8:45,Serious,1,Pedestrian,7,3,Rainy,State Highway,Damaged,Daylight,Signals,44,65,Male,Valid,Yes,Straight Road
Nagaland,Mysore,2018,November,Saturday,17:39,Fatal,5,Pedestrian,0,2,Rainy,State Highway,Damaged,Daylight,Police Checkpost,92,54,Male,Valid,Yes,Curve
Mizoram,Mangalore,2019,March,Tuesday,5:08,Serious,3,Car,1,3,Rainy,State Highway,Under Construction,Dusk,Police Checkpost,76,60,Male,Valid,Yes,Intersection
Delhi,Unknown,2019,March,Thursday,21:45,Minor,3,Car,8,0,Clear,State Highway,Wet,Daylight,Police Checkpost,100,17,Female,Valid,No,Bridge
Punjab,Rohini,2019,November,Tuesday,6:05,Serious,4,Cycle,5,0,Clear,National Highway,Under Construction,Daylight,Signs,40,65,Male,Expired,Yes,Straight Road
Maharashtra,Unknown,2020,February,Tuesday,16:27,Serious,5,Two-Wheeler,5,0,Clear,State Highway,Dry,Daylight,Police Checkpost,99,23,Female,,Yes,Straight Road
Madhya Pradesh,Lucknow,2020,July,Tuesday,23:14,Serious,4,Two-Wheeler,1,2,Hazy,National Highway,Dry,Dusk,Signals,40,71,Male,Valid,Yes,Intersection
Tamil Nadu,Unknown,2019,July,Thursday,15:48,Minor,2,Bus,9,1,Clear,National Highway,Under Construction,Dusk,Signs,117,47,Male,Valid,No,Bridge
Gujarat,Unknown,2019,February,Friday,17:45,Serious,5,Truck,8,2,Hazy,State Highway,Under Construction,Daylight,,36,61,Male,Expired,No,Curve
Andhra Pradesh,Unknown,2020,November,Friday,23:22,Serious,3,Bus,6,2,Stormy,National Highway,Under Construction,Daylight,Police Checkpost,56,34,Female,Valid,No,Bridge
Madhya Pradesh,Unknown,2022,June,Saturday,18:19,Serious,4,Car,7,3,Rainy,Village Road,Wet,Daylight,Signals,51,70,Male,Valid,No,Curve
Uttarakhand,Coimbatore,2021,July,Sunday,23:25,Serious,2,Truck,10,3,Rainy,Urban Road,Dry,Daylight,Signals,101,53,Female,Expired,Yes,Straight Road
Tripura,Unknown,2020,October,Wednesday,17:54,Serious,4,Two-Wheeler,3,2,Rainy,Village Road,Wet,Dusk,Signs,102,55,Male,,No,Intersection
Nagaland,Unknown,2019,October,Sunday,14:33,Serious,2,Two-Wheeler,6,3,Rainy,Village Road,Under Construction,Dark,Signals,65,34,Female,Expired,No,Straight Road
Madhya Pradesh,Udaipur,2023,October,Tuesday,21:29,Serious,5,Cycle,3,2,Hazy,State Highway,Damaged,Dusk,Signs,107,25,Male,Valid,No,Straight Road
Jharkhand,Unknown,2020,May,Sunday,6:01,Fatal,4,Pedestrian,7,2,Stormy,Village Road,Under Construction,Daylight,Police Checkpost,112,51,Male,Valid,Yes,Curve
Andhra Pradesh,Unknown,2020,March,Tuesday,16:18,Serious,2,Cycle,3,5,Hazy,Village Road,Wet,Dark,Police Checkpost,118,44,Female,,Yes,Intersection
Madhya Pradesh,Unknown,2019,October,Tuesday,19:24,Fatal,4,Auto-Rickshaw,7,0,Rainy,State Highway,Dry,Daylight,Signs,107,52,Male,,No,Intersection
Meghalaya,Unknown,2022,October,Wednesday,23:43,Minor,4,Pedestrian,4,0,Rainy,Village Road,Under Construction,Daylight,Police Checkpost,95,61,Female,Expired,Yes,Bridge
Manipur,Unknown,2023,July,Sunday,18:10,Serious,5,Truck,9,3,Hazy,State Highway,Under Construction,Dusk,Signs,49,38,Male,,No,Intersection
Uttarakhand,Dwarka,2019,December,Tuesday,2:51,Fatal,1,Truck,1,2,Foggy,State Highway,Dry,Daylight,Signals,65,58,Male,Expired,Yes,Intersection
Chhattisgarh,Unknown,2018,June,Monday,18:52,Serious,4,Auto-Rickshaw,7,0,Stormy,National Highway,Dry,Dark,,78,36,Female,,No,Straight Road
Kerala,Kolkata,2023,January,Sunday,7:53,Minor,5,Bus,7,3,Stormy,Village Road,Wet,Dark,Signs,88,20,Male,Expired,No,Bridge
Assam,Kanpur,2019,October,Friday,22:10,Serious,2,Car,7,0,Rainy,Village Road,Under Construction,Dark,Police Checkpost,105,19,Male,Valid,Yes,Intersection
Karnataka,Unknown,2019,January,Friday,21:09,Minor,4,Car,5,4,Hazy,Village Road,Damaged,Dusk,Police Checkpost,71,43,Male,,Yes,Bridge
Telangana,Unknown,2018,October,Friday,7:21,Serious,4,Car,6,0,Clear,National Highway,Damaged,Dark,,110,64,Male,Expired,No,Intersection
Delhi,Unknown,2021,May,Saturday,6:56,Serious,2,Cycle,4,0,Clear,State Highway,Wet,Daylight,Signs,41,54,Female,Expired,No,Intersection
Tamil Nadu,Unknown,2020,October,Thursday,2:18,Minor,1,Bus,5,1,Rainy,Urban Road,Dry,Dark,,92,19,Male,Expired,Yes,Straight Road
Kerala,Jodhpur,2019,November,Sunday,4:39,Serious,4,Truck,7,2,Hazy,Village Road,Under Construction,Daylight,Signs,38,33,Male,Valid,Yes,Straight Road
Kerala,Bangalore,2021,November,Saturday,21:18,Fatal,4,Car,7,4,Stormy,Urban Road,Wet,Daylight,,69,48,Female,Expired,Yes,Bridge
West Bengal,Nagpur,2022,February,Saturday,3:01,Serious,5,Truck,7,2,Rainy,National Highway,Damaged,Daylight,Signals,59,60,Male,,No,Intersection
Tripura,Unknown,2023,December,Sunday,12:00,Minor,4,Car,9,3,Hazy,Village Road,Under Construction,Dusk,Signals,47,54,Male,Valid,Yes,Intersection
Odisha,Unknown,2020,November,Monday,22:31,Serious,3,Cycle,8,2,Rainy,State Highway,Wet,Dusk,Police Checkpost,109,21,Male,Expired,Yes,Curve
Meghalaya,Mangalore,2020,June,Wednesday,10:15,Serious,2,Car,8,2,Stormy,Village Road,Damaged,Dusk,Signs,110,26,Female,Valid,No,Bridge
Uttar Pradesh,Unknown,2018,March,Monday,9:30,Minor,2,Car,1,0,Clear,Urban Road,Damaged,Dark,Signals,113,37,Male,Expired,Yes,Bridge
Telangana,Unknown,2020,June,Saturday,4:19,Serious,2,Bus,8,3,Rainy,State Highway,Under Construction,Dark,,127,50,Male,Expired,No,Bridge
Uttarakhand,Unknown,2023,November,Friday,9:29,Serious,2,Two-Wheeler,8,1,Clear,State Highway,Dry,Dusk,,101,29,Female,Valid,No,Curve
Tripura,Unknown,2020,March,Friday,16:37,Serious,2,Pedestrian,2,0,Rainy,State Highway,Wet,Dusk,Signals,56,70,Male,Valid,Yes,Curve
Tripura,Visakhapatnam,2019,April,Friday,10:38,Serious,5,Car,3,0,Rainy,State Highway,Under Construction,Daylight,,70,65,Female,Expired,Yes,Intersection
Arunachal Pradesh,Durgapur,2020,February,Monday,11:19,Minor,1,Bus,9,0,Stormy,National Highway,Wet,Dusk,Police Checkpost,67,64,Male,,No,Bridge
Punjab,Unknown,2019,October,Monday,11:33,Fatal,1,Pedestrian,5,3,Rainy,National Highway,Under Construction,Dark,Signals,37,22,Male,,Yes,Intersection
Gujarat,Unknown,2020,February,Monday,11:33,Minor,5,Truck,6,5,Rainy,State Highway,Under Construction,Dark,Signs,53,67,Male,Valid,Yes,Curve
Madhya Pradesh,Unknown,2019,December,Saturday,1:18,Serious,5,Truck,9,2,Clear,National Highway,Dry,Daylight,Police Checkpost,64,67,Female,Valid,No,Curve
Arunachal Pradesh,Unknown,2020,March,Saturday,9:54,Fatal,1,Truck,2,3,Rainy,State Highway,Damaged,Dawn,Signals,98,62,Male,,Yes,Bridge
Sikkim,Unknown,2022,October,Saturday,21:59,Fatal,5,Car,0,0,Stormy,Village Road,Dry,Daylight,Signs,94,44,Male,Valid,No,Curve
Goa,Bangalore,2020,June,Friday,11:29,Minor,1,Car,5,0,Rainy,State Highway,Under Construction,Daylight,Signals,121,51,Female,Expired,Yes,Bridge
Chhattisgarh,Unknown,2019,October,Saturday,17:10,Serious,4,Two-Wheeler,1,0,Clear,Urban Road,Under Construction,Dark,Signs,49,43,Male,Valid,Yes,Intersection
Chandigarh,Unknown,2023,October,Tuesday,19:04,Serious,4,Car,5,2,Clear,State Highway,Wet,Daylight,Signs,45,56,Male,Valid,No,Intersection
Kerala,Unknown,2020,September,Friday,11:24,Serious,3,Cycle,10,5,Stormy,State Highway,Under Construction,Dark,Signs,34,59,Female,Valid,Yes,Intersection
Tripura,Unknown,2020,March,Monday,13:02,Minor,2,Cycle,10,4,Rainy,State Highway,Under Construction,Dark,Signs,85,66,Female,Expired,No,Curve
Manipur,Unknown,2019,January,Monday,9:54,Serious,4,Truck,7,0,Rainy,State Highway,Dry,Daylight,Signs,84,54,Male,Valid,Yes,Bridge
Tripura,Unknown,2023,January,Monday,8:05,Serious,2,Pedestrian,0,3,Hazy,State Highway,Under Construction,Dawn,,106,19,Male,,No,Curve
Tripura,Unknown,2021,July,Sunday,14:28,Serious,1,Pedestrian,3,0,Rainy,National Highway,Wet,Dusk,Signs,90,25,Female,,No,Bridge
Goa,Varanasi,2020,January,Sunday,3:46,Serious,4,Auto-Rickshaw,1,5,Clear,Village Road,Under Construction,Dusk,Signs,36,42,Female,,No,Bridge
West Bengal,Madurai,2019,November,Sunday,16:13,Fatal,4,Cycle,2,0,Clear,Village Road,Under Construction,Dusk,,118,64,Male,,Yes,Intersection
Gujarat,Unknown,2019,January,Saturday,2:38,Minor,5,Car,3,2,Clear,Village Road,Wet,Dark,Signs,95,37,Female,Expired,No,Bridge
Gujarat,Unknown,2023,August,Saturday,17:51,Serious,4,Truck,6,2,Rainy,State Highway,Wet,Daylight,Police Checkpost,85,61,Male,,Yes,Curve
Odisha,Nagpur,2019,July,Friday,20:47,Serious,4,Pedestrian,2,0,Clear,Village Road,Wet,Dusk,Signs,118,68,Female,Expired,Yes,Straight Road
Uttarakhand,Madurai,2020,November,Monday,3:05,Serious,4,Auto-Rickshaw,2,3,Clear,Village Road,Under Construction,Daylight,Police Checkpost,117,65,Male,,No,Straight Road
West Bengal,Mumbai,2018,February,Sunday,16:28,Fatal,5,Cycle,7,3,Clear,National Highway,Under Construction,Dusk,Police Checkpost,46,56,Male,Expired,Yes,Straight Road
Nagaland,Mysore,2022,January,Saturday,6:01,Minor,4,Truck,5,5,Clear,Urban Road,Under Construction,Dawn,Signals,43,39,Female,,No,Bridge
Kerala,Unknown,2019,November,Friday,18:52,Serious,3,Two-Wheeler,2,5,Stormy,State Highway,Dry,Dusk,Signals,99,59,Male,,Yes,Intersection
Chhattisgarh,Lucknow,2022,February,Friday,6:01,Minor,2,Car,1,5,Foggy,National Highway,Wet,Dusk,Signs,113,38,Male,Expired,Yes,Bridge
Punjab,Unknown,2020,October,Saturday,3:56,Fatal,4,Cycle,0,3,Rainy,National Highway,Wet,Dark,Signs,114,50,Male,,No,Bridge
Jharkhand,Unknown,2022,November,Sunday,11:29,Serious,4,Truck,1,1,Hazy,National Highway,Wet,Dark,Police Checkpost,99,52,Female,,No,Intersection
Uttar Pradesh,Kanpur,2019,November,Wednesday,13:50,Minor,1,Bus,5,0,Rainy,Village Road,Wet,Dusk,Signs,117,23,Male,,Yes,Curve
Gujarat,Unknown,2020,January,Monday,8:32,Serious,1,Cycle,0,5,Clear,National Highway,Under Construction,Dawn,Police Checkpost,105,51,Male,Expired,No,Straight Road
Nagaland,Unknown,2020,October,Thursday,19:01,Serious,4,Two-Wheeler,0,2,Stormy,National Highway,Under Construction,Dawn,Signs,103,61,Female,Valid,No,Intersection
Assam,Tirupati,2020,November,Thursday,1:47,Fatal,5,Pedestrian,7,2,Hazy,State Highway,Under Construction,Dark,Police Checkpost,52,59,Male,Expired,Yes,Intersection
Madhya Pradesh,Unknown,2020,October,Saturday,20:50,Serious,2,Truck,2,5,Hazy,State Highway,Wet,Dawn,Signals,118,46,Female,,Yes,Curve
West Bengal,Lucknow,2022,May,Friday,23:14,Serious,4,Bus,9,3,Rainy,National Highway,Under Construction,Daylight,Signals,76,60,Female,,Yes,Intersection
Delhi,Visakhapatnam,2020,February,Thursday,14:43,Minor,2,Truck,6,4,Hazy,National Highway,Under Construction,Dusk,,113,45,Male,,Yes,Straight Road
Delhi,New Delhi,2023,March,Monday,20:34,Serious,5,Truck,7,1,Clear,State Highway,Under Construction,Daylight,Signs,80,61,Male,Valid,Yes,Curve
Chhattisgarh,Unknown,2018,September,Monday,3:05,Minor,2,Car,7,3,Rainy,Village Road,Under Construction,Dark,Signals,117,37,Female,Valid,Yes,Bridge
Kerala,Unknown,2019,November,Wednesday,5:27,Serious,4,Car,4,0,Hazy,State Highway,Wet,Daylight,Police Checkpost,88,50,Male,,No,Intersection
Meghalaya,Rohini,2019,January,Tuesday,10:45,Serious,1,Auto-Rickshaw,1,2,Hazy,Urban Road,Wet,Daylight,Signs,116,58,Male,Expired,No,Straight Road
Meghalaya,Unknown,2020,May,Friday,23:32,Serious,5,Bus,6,3,Foggy,Village Road,Wet,Daylight,Police Checkpost,113,41,Female,Expired,Yes,Bridge
Punjab,New Delhi,2023,May,Friday,11:32,Serious,4,Bus,10,0,Clear,Urban Road,Dry,Dawn,Signs,99,63,Female,,Yes,Straight Road
Jammu and Kashmir,Unknown,2023,June,Saturday,3:23,Serious,4,Car,6,2,Foggy,National Highway,Under Construction,Dawn,Signs,27,61,Female,Valid,Yes,Bridge
Sikkim,Unknown,2019,December,Saturday,4:47,Minor,5,Car,0,2,Rainy,Urban Road,Damaged,Dawn,Police Checkpost,54,30,Male,,No,Intersection
Goa,Rohini,2019,October,Tuesday,21:24,Serious,1,Truck,2,2,Stormy,National Highway,Under Construction,Dusk,Signals,98,23,Female,Valid,No,Curve
Odisha,Unknown,2019,October,Friday,5:31,Serious,5,Truck,6,2,Stormy,State Highway,Under Construction,Dusk,Signals,98,67,Male,Valid,No,Curve
Nagaland,Unknown,2021,November,Saturday,12:46,Serious,1,Truck,7,2,Clear,State Highway,Dry,Dark,Signs,113,52,Male,Valid,Yes,Curve
Punjab,Unknown,2021,March,Thursday,8:34,Fatal,4,Truck,6,1,Rainy,Village Road,Under Construction,Dark,Police Checkpost,72,39,Male,Valid,No,Curve
Uttarakhand,Unknown,2022,May,Tuesday,13:11,Fatal,3,Cycle,0,4,Rainy,National Highway,Under Construction,Dawn,,35,64,Male,,Yes,Curve
Odisha,Pune,2020,November,Saturday,12:06,Serious,3,Car,9,0,Stormy,National Highway,Wet,Dawn,Police Checkpost,79,58,Female,Valid,Yes,Curve
Bihar,Udaipur,2021,July,Sunday,3:47,Fatal,2,Auto-Rickshaw,10,0,Rainy,Village Road,Under Construction,Dawn,Signals,116,19,Male,Valid,Yes,Straight Road
Tripura,Unknown,2022,January,Friday,4:25,Minor,5,Car,6,5,Rainy,State Highway,Under Construction,Dawn,Signs,122,54,Female,Expired,Yes,Intersection
Chhattisgarh,Mangalore,2019,September,Friday,22:20,Serious,5,Two-Wheeler,10,0,Rainy,National Highway,Under Construction,Daylight,Signals,74,37,Female,Valid,Yes,Bridge
Jammu and Kashmir,Unknown,2019,February,Monday,21:28,Serious,5,Cycle,7,2,Stormy,State Highway,Under Construction,Daylight,Signs,104,27,Male,Expired,No,Curve
Mizoram,Unknown,2019,August,Tuesday,13:31,Minor,4,Car,10,3,Rainy,State Highway,Dry,Dusk,Signs,66,54,Female,Valid,Yes,Bridge
Jammu and Kashmir,Ahmedabad,2020,February,Sunday,2:29,Serious,4,Two-Wheeler,3,0,Rainy,State Highway,Damaged,Dawn,Signs,111,60,Female,,No,Curve
Manipur,Bangalore,2020,November,Wednesday,2:55,Fatal,3,Car,2,3,Rainy,Village Road,Damaged,Dusk,Signals,113,52,Female,,Yes,Curve
Karnataka,Pune,2020,August,Friday,16:29,Serious,5,Truck,6,2,Hazy,State Highway,Under Construction,Daylight,Police Checkpost,48,68,Female,,Yes,Straight Road
Gujarat,Kanpur,2019,January,Wednesday,4:22,Fatal,3,Car,8,2,Rainy,Village Road,Under Construction,Dark,Signs,33,67,Female,Valid,No,Straight Road
Uttar Pradesh,Unknown,2020,May,Thursday,0:26,Serious,5,Auto-Rickshaw,6,0,Clear,State Highway,Wet,Daylight,Police Checkpost,104,28,Male,Expired,Yes,Intersection
Delhi,Vijayawada,2021,December,Saturday,2:58,Minor,1,Truck,7,2,Stormy,State Highway,Under Construction,Dark,Signals,36,19,Male,Valid,No,Straight Road
Assam,Unknown,2020,January,Sunday,20:27,Serious,3,Cycle,3,0,Foggy,State Highway,Damaged,Dark,,46,52,Female,Expired,No,Intersection
Puducherry,Unknown,2020,November,Friday,9:16,Minor,3,Auto-Rickshaw,6,0,Stormy,National Highway,Damaged,Dusk,Police Checkpost,113,60,Female,,No,Intersection
Uttar Pradesh,Unknown,2020,January,Monday,21:55,Fatal,5,Truck,3,5,Clear,State Highway,Dry,Dark,Signs,78,68,Male,,No,Bridge
Uttarakhand,Unknown,2020,November,Saturday,12:28,Serious,2,Truck,10,0,Rainy,State Highway,Dry,Dawn,Police Checkpost,115,30,Female,Valid,No,Intersection
Mizoram,Mysore,2020,October,Friday,4:24,Fatal,2,Auto-Rickshaw,2,3,Rainy,State Highway,Dry,Dusk,Signs,65,36,Female,Valid,No,Straight Road
Chandigarh,Unknown,2020,November,Tuesday,13:32,Minor,5,Car,5,0,Stormy,State Highway,Under Construction,Daylight,,77,56,Male,Expired,No,Bridge
Chhattisgarh,Unknown,2020,November,Saturday,11:10,Minor,5,Cycle,7,3,Foggy,Village Road,Under Construction,Dark,Police Checkpost,114,30,Female,Valid,No,Bridge
Delhi,Unknown,2019,June,Thursday,7:29,Serious,2,Auto-Rickshaw,1,0,Rainy,State Highway,Under Construction,Daylight,,40,65,Female,Valid,Yes,Curve
Punjab,Rohini,2021,October,Tuesday,10:46,Serious,4,Auto-Rickshaw,10,2,Hazy,Urban Road,Under Construction,Dark,Police Checkpost,100,55,Male,,No,Straight Road
Gujarat,New Delhi,2020,August,Friday,7:25,Serious,1,Truck,2,1,Hazy,Village Road,Under Construction,Daylight,Police Checkpost,103,43,Female,Expired,No,Intersection
Jharkhand,Unknown,2019,February,Friday,21:54,Serious,3,Car,6,0,Foggy,State Highway,Wet,Dawn,Signals,41,62,Female,Expired,Yes,Curve
Uttar Pradesh,Unknown,2018,January,Tuesday,8:06,Minor,5,Bus,7,3,Rainy,Village Road,Under Construction,Daylight,Signs,101,23,Male,Valid,No,Bridge
Chandigarh,Unknown,2019,August,Sunday,3:25,Serious,5,Cycle,5,4,Rainy,State Highway,Under Construction,Dark,Police Checkpost,41,53,Male,Expired,No,Curve
Meghalaya,Unknown,2019,January,Saturday,0:37,Minor,3,Car,3,0,Stormy,National Highway,Under Construction,Dawn,Police Checkpost,103,61,Female,Valid,Yes,Intersection
Madhya Pradesh,Unknown,2019,July,Sunday,9:22,Serious,2,Cycle,7,3,Rainy,Urban Road,Under Construction,Dusk,Police Checkpost,88,28,Female,Expired,Yes,Intersection
Karnataka,Jodhpur,2020,May,Saturday,15:01,Serious,5,Pedestrian,5,2,Hazy,State Highway,Dry,Dark,Signs,104,38,Female,Valid,Yes,Bridge
Delhi,Coimbatore,2020,April,Sunday,23:54,Serious,4,Car,7,0,Clear,Village Road,Under Construction,Daylight,,104,66,Female,Expired,No,Intersection
Kerala,Unknown,2022,June,Thursday,17:57,Minor,5,Auto-Rickshaw,5,2,Rainy,Urban Road,Under Construction,Dark,,75,36,Male,,Yes,Curve
Uttar Pradesh,Unknown,2021,October,Friday,9:45,Fatal,1,Car,6,0,Rainy,National Highway,Wet,Daylight,Signs,58,31,Female,Valid,Yes,Bridge
Nagaland,Unknown,2023,June,Thursday,23:41,Serious,4,Auto-Rickshaw,3,2,Rainy,National Highway,Damaged,Daylight,Signs,50,52,Female,,Yes,Intersection
Punjab,Unknown,2023,November,Saturday,14:26,Minor,5,Two-Wheeler,1,3,Clear,National Highway,Dry,Dawn,,51,35,Male,Valid,Yes,Intersection
Madhya Pradesh,Unknown,2022,October,Friday,1:05,Serious,4,Car,5,4,Stormy,State Highway,Under Construction,Dawn,,123,26,Female,Expired,No,Bridge
Arunachal Pradesh,Unknown,2023,March,Tuesday,16:38,Serious,3,Cycle,7,5,Foggy,Village Road,Under Construction,Dusk,Police Checkpost,113,23,Male,Expired,No,Intersection
Uttarakhand,New Delhi,2020,August,Saturday,23:37,Serious,3,Bus,1,3,Rainy,Village Road,Damaged,Daylight,Signs,124,44,Female,,Yes,Straight Road
Delhi,Surat,2021,October,Friday,1:22,Minor,3,Car,2,4,Clear,State Highway,Dry,Daylight,Signs,81,71,Male,Expired,No,Curve
Punjab,Unknown,2019,June,Wednesday,22:16,Serious,1,Car,7,3,Rainy,Village Road,Under Construction,Daylight,Signs,41,42,Female,Expired,Yes,Intersection
West Bengal,Unknown,2021,January,Monday,5:04,Fatal,3,Pedestrian,9,4,Foggy,Urban Road,Under Construction,Dusk,Police Checkpost,94,19,Female,,Yes,Intersection
Meghalaya,Lucknow,2021,November,Friday,16:22,Serious,2,Cycle,3,0,Clear,State Highway,Under Construction,Dark,Signs,45,40,Female,Expired,No,Bridge
Odisha,Unknown,2020,January,Friday,1:19,Fatal,5,Car,3,3,Rainy,State Highway,Under Construction,Dark,Signs,58,53,Male,Valid,No,Bridge
Rajasthan,Unknown,2022,November,Sunday,5:47,Minor,4,Truck,2,2,Rainy,State Highway,Wet,Dark,Signs,61,54,Male,Expired,Yes,Bridge
Assam,Unknown,2020,July,Wednesday,16:38,Serious,1,Truck,10,2,Hazy,State Highway,Under Construction,Dusk,Signs,104,45,Male,,Yes,Curve
Tamil Nadu,Unknown,2021,January,Saturday,13:31,Serious,3,Truck,4,2,Clear,Urban Road,Dry,Daylight,Signs,114,45,Female,Expired,No,Straight Road
West Bengal,Chennai,2021,October,Friday,2:54,Fatal,4,Truck,6,3,Hazy,Village Road,Damaged,Dark,Signs,94,46,Female,,Yes,Straight Road
Nagaland,Unknown,2019,April,Thursday,17:30,Minor,1,Two-Wheeler,2,2,Clear,State Highway,Wet,Daylight,Signs,77,67,Male,Valid,Yes,Curve
Uttar Pradesh,Visakhapatnam,2022,March,Tuesday,21:50,Minor,1,Cycle,7,0,Rainy,National Highway,Under Construction,Dark,Signs,108,54,Female,,No,Bridge
Uttar Pradesh,Siliguri,2020,January,Wednesday,6:33,Serious,4,Truck,5,0,Clear,State Highway,Under Construction,Dark,Signs,123,58,Male,Valid,No,Intersection
Jammu and Kashmir,Unknown,2019,October,Friday,9:15,Serious,3,Pedestrian,3,2,Clear,Village Road,Under Construction,Daylight,Signs,43,36,Female,Valid,No,Straight Road
Jammu and Kashmir,Unknown,2022,March,Sunday,14:45,Serious,3,Auto-Rickshaw,10,5,Rainy,National Highway,Dry,Dusk,Signs,117,66,Male,,Yes,Curve
Puducherry,Unknown,2021,June,Saturday,2:16,Serious,5,Cycle,8,0,Foggy,Village Road,Damaged,Daylight,Police Checkpost,55,28,Male,Expired,No,Intersection
Goa,Unknown,2022,May,Wednesday,10:13,Serious,3,Cycle,6,0,Clear,State Highway,Under Construction,Dawn,,104,21,Male,Valid,Yes,Intersection
Meghalaya,Unknown,2020,September,Saturday,9:04,Minor,4,Cycle,1,3,Rainy,State Highway,Under Construction,Dark,Signals,114,19,Male,,Yes,Intersection
Delhi,Mumbai,2019,June,Saturday,15:02,Serious,5,Bus,8,4,Clear,State Highway,Wet,Daylight,Signs,90,57,Female,Expired,Yes,Intersection
Gujarat,Unknown,2020,October,Sunday,6:08,Serious,2,Truck,7,4,Clear,National Highway,Under Construction,Daylight,Police Checkpost,79,38,Female,,Yes,Straight Road
Madhya Pradesh,Unknown,2018,April,Monday,15:49,Fatal,5,Pedestrian,0,2,Hazy,State Highway,Wet,Daylight,Police Checkpost,42,31,Male,Expired,Yes,Curve
Chandigarh,Ahmedabad,2020,October,Thursday,18:56,Serious,5,Truck,8,2,Rainy,Urban Road,Under Construction,Daylight,Police Checkpost,55,45,Male,Valid,Yes,Straight Road
Gujarat,Unknown,2019,October,Thursday,21:32,Serious,4,Bus,1,4,Rainy,Urban Road,Wet,Dark,Police Checkpost,55,48,Male,Valid,Yes,Straight Road
